Species,Drug,Estimate,Pvalue,Cohort
Streptococcus_parasanguinis,Repaglinide,-0.0010256116890116314,0.20343113002156196,MetaCardis
Streptococcus_sobrinus,Liraglutide,-8.034530572539147e-06,0.20692219044696075,MetaCardis
Rothia_dentocariosa,Clopidogrel,5.366162940348559e-07,0.20729916249184335,MetaCardis
Streptococcus_infantis,Bisoprolol,-6.80903135838027e-06,0.21076016984867846,MetaCardis
Streptococcus_salivarius,Allopurinol,-0.0005439862084306767,0.21087527901293626,MetaCardis
Veillonella_rodentium,Esomeprazole,1.2321801088789943e-06,0.2113311293001324,MetaCardis
Veillonella_infantium,Verapamil,-8.840810758754369e-05,0.21266243462883486,MetaCardis
Rothia_mucilaginosa,Vildagliptin,-2.5220506426043427e-05,0.21325692391035722,MetaCardis
Streptococcus_australis,Diltiazem,-3.218073835047162e-05,0.2141951189500059,MetaCardis
Veillonella_parvula,Esomeprazole,0.0008404551175587902,0.21669000437268124,MetaCardis
Streptococcus_sp_A12,Sitagliptin,2.631080138567937e-06,0.22011013171220312,MetaCardis
Streptococcus_sp_F0442,Diltiazem,-5.7707451142937735e-06,0.22227226637200928,MetaCardis
Streptococcus_sp_F0442,Atenolol,-3.1435834327422557e-06,0.22397330679997182,MetaCardis
Streptococcus_infantis,Carvedilol,-1.4452757820889457e-05,0.22515099946256326,MetaCardis
Rothia_dentocariosa,Enalapril,5.26243825709029e-07,0.2253177083407235,MetaCardis
Streptococcus_parasanguinis,Rosuvastatin,0.0003225701468851157,0.22565112833798537,MetaCardis
Streptococcus_vestibularis,Torasemide,-7.161625693899127e-05,0.22732166164014397,MetaCardis
Streptococcus_sanguinis,Metformin,3.136019126441363e-06,0.22846564400603384,MetaCardis
Veillonella_infantium,Aspirin,3.1616042706761755e-05,0.22905542239187876,MetaCardis
Veillonella_atypica,Metformin,-0.0002032560179398617,0.23043553660136895,MetaCardis
Streptococcus_mitis,Allopurinol,-2.073315057854337e-05,0.2306165768431135,MetaCardis
Streptococcus_oralis,Glibenclamide,-7.327688798999844e-05,0.23110202557412393,MetaCardis
Rothia_mucilaginosa,Atenolol,-2.289089649503249e-05,0.23137013473691945,MetaCardis
Streptococcus_sp_HMSC070B10,Amlodipine,1.3781783066131376e-07,0.23139625931303504,MetaCardis
Streptococcus_sp_M334,Amlodipine,9.167068374304593e-08,0.23139625931303545,MetaCardis
Streptococcus_thermophilus,Liraglutide,-0.0002868110617251289,0.2317722621277052,MetaCardis
Streptococcus_mitis,Sitagliptin,-1.7261020106605562e-05,0.23202709968053103,MetaCardis
Streptococcus_infantis,Vildagliptin,1.5786432306268678e-05,0.2325099327273855,MetaCardis
Streptococcus_vestibularis,Metoprolol,-3.375215017232e-05,0.23305048568037987,MetaCardis
Veillonella_atypica,Indapamide,-0.0006750209873790818,0.23323572515253632,MetaCardis
Rothia_dentocariosa,Amlodipine,-3.268404065490738e-07,0.2337523802917749,MetaCardis
Streptococcus_sp_A12,Gliclazide,-3.347203702897408e-06,0.2341253473305602,MetaCardis
Streptococcus_mutans,Rosuvastatin,-1.7793835621199653e-05,0.23567897838897006,MetaCardis
Veillonella_infantium,Metoprolol,-3.616878463507692e-05,0.23722237413568176,MetaCardis
Veillonella_seminalis,Liraglutide,0.0002504902312736056,0.23784960160427263,MetaCardis
Streptococcus_sobrinus,Enalapril,6.271126566386874e-06,0.23827873963504298,MetaCardis
Streptococcus_cristatus,Aspirin,8.803996251469355e-07,0.23863104812116195,MetaCardis
Streptococcus_sanguinis,Gliclazide,-6.728348329757295e-06,0.24023448086647484,MetaCardis
Veillonella_sp_CAG_933,Vildagliptin,-0.0003958431033142446,0.24087525404767263,MetaCardis
Streptococcus_vestibularis,Olmesartan,7.477704531888273e-05,0.24106938951500592,MetaCardis
Veillonella_infantium,Glibenclamide,-0.00013726651363570993,0.2412895005828436,MetaCardis
Streptococcus_gallolyticus,Amlodipine,-3.2880306153161833e-06,0.24318452015945535,MetaCardis
Streptococcus_salivarius,Enalapril,0.00047594038824072576,0.24337500284368652,MetaCardis
Streptococcus_australis,Repaglinide,-2.61544607066215e-05,0.24534175558856444,MetaCardis
Streptococcus_sp_F0442,Gliclazide,-2.0875390517146855e-06,0.24686044609805496,MetaCardis
Veillonella_dispar,Aspirin,9.019523015148136e-05,0.2474202849561525,MetaCardis
Streptococcus_infantis,Lansoprazole,1.7016370270206427e-05,0.24773977326242236,MetaCardis
Streptococcus_mitis,Glibenclamide,-4.9040730948308545e-05,0.24812889046774794,MetaCardis
Streptococcus_gordonii,Carvedilol,-3.4794325270954525e-05,0.24914535301238616,MetaCardis
Streptococcus_sp_F0442,Amlodipine,1.124670417082542e-06,0.24972344460189053,MetaCardis
Veillonella_seminalis,Sitagliptin,-0.00018139527373731317,0.2501851672996647,MetaCardis
Rothia_mucilaginosa,Repaglinide,-3.493483652874486e-05,0.25045386556682525,MetaCardis
Streptococcus_salivarius,Amiodarone,-0.0011151823957982281,0.25293776008388746,MetaCardis
Streptococcus_mitis,Verapamil,-2.9301753134818456e-05,0.2544649664220337,MetaCardis
Veillonella_dispar,Prasugrel,-0.0002021896761405572,0.2567274036250927,MetaCardis
Streptococcus_gordonii,Allopurinol,-2.273473059082838e-05,0.2590206846999745,MetaCardis
Veillonella_infantium,Prasugrel,-6.775561632534652e-05,0.25950690624156386,MetaCardis
Streptococcus_gallolyticus,Liraglutide,-6.000455160618272e-06,0.2605111744252747,MetaCardis
Veillonella_dispar,Fenofibrate,-0.00026580868843065864,0.26070418527240335,MetaCardis
Streptococcus_thermophilus,Amlodipine,0.00014219196654187397,0.2617714846524448,MetaCardis
Rothia_mucilaginosa,Bisoprolol,-9.353112588905226e-06,0.26193546509233584,MetaCardis
Streptococcus_salivarius,Amlodipine,-0.00028938554778551494,0.2620381440240307,MetaCardis
Streptococcus_viridans,Rosuvastatin,-3.415250989616606e-07,0.2623438279977648,MetaCardis
Veillonella_sp_T11011_6,Furosemide,-2.5062529772294665e-05,0.2625825542895482,MetaCardis
Veillonella_tobetsuensis,Omeprazole,4.551283454361172e-06,0.2639385132342151,MetaCardis
Veillonella_tobetsuensis,Furosemide,4.295566586661211e-06,0.26406624034326287,MetaCardis
Veillonella_dispar,Indapamide,-0.00026273844996669226,0.2642383982757745,MetaCardis
Streptococcus_cristatus,Esomeprazole,-1.4250195715985358e-06,0.2644084967677915,MetaCardis
Veillonella_sp_T11011_6,Repaglinide,-5.967695878223189e-05,0.26446494978871743,MetaCardis
Streptococcus_vestibularis,Metformin,2.4504056680290715e-05,0.26448504446833093,MetaCardis
Streptococcus_salivarius_CAG_79,Metoprolol,2.2876597694211098e-07,0.2650181534808833,MetaCardis
Streptococcus_salivarius,Rosuvastatin,0.0003988445162369155,0.26548457395380115,MetaCardis
Veillonella_sp_T11011_6,Metoprolol,-1.5297041306011823e-05,0.2657337779425268,MetaCardis
Streptococcus_thermophilus,Bisoprolol,-0.00016145661583904632,0.26920952859327957,MetaCardis
Streptococcus_gallolyticus,Bisoprolol,-3.579010375055099e-06,0.27067413441067684,MetaCardis
Streptococcus_sp_A12,Amlodipine,-1.6770330332710777e-06,0.27140624203745417,MetaCardis
Streptococcus_sp_F0442,Bisoprolol,-1.2371954833864997e-06,0.2722491472241234,MetaCardis
Streptococcus_oralis,Indapamide,-4.5350998593778425e-05,0.27373326076389004,MetaCardis
Streptococcus_downei,Dapagliflozin,-2.2805292952108804e-06,0.27898943977966184,MetaCardis
Streptococcus_sp_F0442,Indapamide,-2.9613996070402934e-06,0.2793222429684566,MetaCardis
Veillonella_parvula,Sitagliptin,0.0006498576213028345,0.2814320478807354,MetaCardis
Streptococcus_parasanguinis,Irbesartan,0.00037000261487314104,0.2817414080272474,MetaCardis
Streptococcus_downei,Amiodarone,-1.99126544780748e-06,0.28200471669402255,MetaCardis
Streptococcus_sp_A12,Verapamil,-4.085002117397125e-06,0.2848933181728657,MetaCardis
Veillonella_atypica,Irbesartan,0.0003863699343479084,0.28621075304023574,MetaCardis
Streptococcus_downei,Furosemide,9.18210216386949e-07,0.28631150935509886,MetaCardis
Rothia_mucilaginosa,Indapamide,-2.149309466686831e-05,0.2885751009417968,MetaCardis
Veillonella_infantium,Fenofibrate,-8.447856430521719e-05,0.2889173234520401,MetaCardis
Veillonella_seminalis,Metoprolol,0.00012818598517062732,0.29003335380533224,MetaCardis
Streptococcus_thermophilus,Diltiazem,-0.0006477450733359748,0.2907346938949083,MetaCardis
Veillonella_denticariosi,Metoprolol,-4.813025974481932e-06,0.2922454246183366,MetaCardis
Streptococcus_salivarius,Irbesartan,0.0004861833772587076,0.2931381667185139,MetaCardis
Streptococcus_sp_F0442,Warfarin,3.659497307683318e-06,0.2935544631937575,MetaCardis
Streptococcus_gordonii,Metformin,1.044950977815631e-05,0.29716329452999346,MetaCardis
Streptococcus_salivarius,Fenofibrate,0.000756683668798952,0.2972060446839945,MetaCardis
Streptococcus_sp_F0442,Verapamil,-2.548815868578759e-06,0.2977454270805119,MetaCardis
Veillonella_sp_T11011_6,Clopidogrel,-2.0510125437261532e-05,0.298224757316979,MetaCardis
Veillonella_tobetsuensis,Glibenclamide,9.404709897656667e-06,0.2985081301730872,MetaCardis
Rothia_mucilaginosa,Pravastatin,-2.0502350472893377e-05,0.298587531269815,MetaCardis
Streptococcus_sanguinis,Atenolol,-8.529468269962896e-06,0.29915721672801787,MetaCardis
Streptococcus_sobrinus,Torasemide,7.900575436058496e-06,0.2996425981815663,MetaCardis
Streptococcus_australis,Glibenclamide,-2.292629453711909e-05,0.3006390820011323,MetaCardis
Streptococcus_gallolyticus,Torasemide,-6.5788773548526094e-06,0.3025487583713465,MetaCardis
Veillonella_criceti,Metoprolol,0.00018628429042322854,0.3040932521564768,MetaCardis
Veillonella_criceti,Sitagliptin,-0.00024202872981910533,0.3051262992971926,MetaCardis
Streptococcus_sp_A12,Omeprazole,2.9060926589177723e-06,0.3063394714393884,MetaCardis
Streptococcus_mutans,Liraglutide,-2.08956774641878e-05,0.3070849507546834,MetaCardis
Veillonella_atypica,Prasugrel,-0.00043638386038528855,0.30897066774559084,MetaCardis
Streptococcus_thermophilus,Verapamil,-0.00032271525222086686,0.3092989684229399,MetaCardis
Streptococcus_mitis,Irbesartan,1.870081992664194e-05,0.3093842616340604,MetaCardis
Streptococcus_vestibularis,Glibenclamide,-0.00010994726786430228,0.31019383421918434,MetaCardis
Streptococcus_infantis,Furosemide,8.41520560545999e-06,0.3104932939231659,MetaCardis
Streptococcus_vestibularis,Rosuvastatin,-3.657896149960199e-05,0.31433274839357644,MetaCardis
Streptococcus_parasanguinis,Verapamil,-0.0004829309733061463,0.31476970267134097,MetaCardis
Veillonella_tobetsuensis,Verapamil,-5.478523571363568e-06,0.31724234721365474,MetaCardis
Rothia_dentocariosa,Sitagliptin,-3.8609530605550746e-07,0.31744656787404846,MetaCardis
Streptococcus_sobrinus,Olmesartan,-8.167458629305343e-06,0.318682293215122,MetaCardis
Veillonella_infantium,Repaglinide,-0.00011827060055355145,0.320515086659347,MetaCardis
Streptococcus_milleri,Irbesartan,-2.8957542322468226e-07,0.3244003148520501,MetaCardis
Veillonella_criceti,Enalapril,-0.00026124026804575973,0.3246000413907567,MetaCardis
Streptococcus_equinus,Metformin,-7.260213003906802e-06,0.3249006204288528,MetaCardis
Veillonella_rogosae,Amlodipine,4.865769980747839e-06,0.3253239706003991,MetaCardis
Veillonella_criceti,Torasemide,-0.0003727525030437283,0.3265084433895895,MetaCardis
Veillonella_parvula,Torasemide,-0.000950508589773449,0.3277184287136554,MetaCardis
Streptococcus_sp_A12,Glibenclamide,-6.171956291847132e-06,0.327869706572429,MetaCardis
Streptococcus_sp_F0442,Atorvastatin,1.0141077255430224e-06,0.32841417666870254,MetaCardis
Veillonella_tobetsuensis,Indapamide,-5.969427670887581e-06,0.3298140952231693,MetaCardis
Rothia_mucilaginosa,Furosemide,-1.2340997063556937e-05,0.33176708404519595,MetaCardis
Streptococcus_sp_HPH0090,Metoprolol,-3.509611142364149e-07,0.3327226241494039,MetaCardis
Streptococcus_milleri,Clopidogrel,-2.4579226894992876e-07,0.33347681405670015,MetaCardis
Streptococcus_downei,Rivaroxaban,-1.96002720841369e-06,0.33350356632142397,MetaCardis
Streptococcus_parasanguinis,Liraglutide,-0.0003501588525406022,0.3347052292588638,MetaCardis
Streptococcus_sp_F0442,Repaglinide,-3.932518399859359e-06,0.33846888949952103,MetaCardis
Streptococcus_mutans,Amlodipine,-1.0344378174893271e-05,0.33851495354478145,MetaCardis
Veillonella_dispar,Furosemide,-0.00014076621292365192,0.3407288926823048,MetaCardis
Streptococcus_sobrinus,Irbesartan,-5.737770561760583e-06,0.3411600937445127,MetaCardis
Veillonella_rogosae,Aspirin,-4.367781716326084e-06,0.3415463128546453,MetaCardis
Streptococcus_sp_A12,Enalapril,-2.2733163958081374e-06,0.3457160635123877,MetaCardis
Veillonella_seminalis,Fenofibrate,-0.00029668273623418423,0.3468588952823629,MetaCardis
Streptococcus_vestibularis,Pravastatin,6.708652253940082e-05,0.3477695081343596,MetaCardis
Veillonella_tobetsuensis,Amlodipine,-2.050746087816776e-06,0.34829157441235337,MetaCardis
Streptococcus_mitis,Liraglutide,-1.821224210424606e-05,0.3485196070817608,MetaCardis
Streptococcus_viridans,Torasemide,4.6573457862468035e-07,0.3488263367379597,MetaCardis
Veillonella_parvula,Amlodipine,-0.0004016293700088875,0.34890243777247054,MetaCardis
Streptococcus_macedonicus,Bisoprolol,5.181205708018879e-07,0.3500300202248474,MetaCardis
Rothia_dentocariosa,Gliclazide,-4.7265539077938604e-07,0.35059751473662937,MetaCardis
Streptococcus_gordonii,Gliclazide,-2.0505885025112245e-05,0.35243283943398407,MetaCardis
Streptococcus_oralis,Carvedilol,-3.4646970103260425e-05,0.35365806587117155,MetaCardis
Veillonella_sp_T11011_6,Fenofibrate,-3.3155666589917e-05,0.3540981256721204,MetaCardis
Veillonella_dispar,Rabeprazole,0.00047706767455294493,0.3545306886979821,MetaCardis
Streptococcus_mitis,Omeprazole,1.766044371974376e-05,0.3557166639125934,MetaCardis
Veillonella_tobetsuensis,Atenolol,-5.315680510343871e-06,0.35813468605798227,MetaCardis
Streptococcus_anginosus_group,Torasemide,4.6931444325263596e-05,0.35895165299098264,MetaCardis
Veillonella_tobetsuensis,Liraglutide,-3.7962679463104536e-06,0.359017709932954,MetaCardis
Veillonella_seminalis,Aspirin,9.532982295291017e-05,0.35962865023287716,MetaCardis
Streptococcus_oralis,Repaglinide,-5.6946904566981743e-05,0.3598056784676036,MetaCardis
Streptococcus_gordonii,Pravastatin,2.986001212076736e-05,0.3598781832237796,MetaCardis
Veillonella_dispar,Verapamil,-0.00019194588631383272,0.3616874853085502,MetaCardis
Streptococcus_parasanguinis,Metoprolol,-0.00018901406135084657,0.3617232676760428,MetaCardis
Veillonella_sp_T11011_6,Omeprazole,2.158760428854885e-05,0.36226535220888145,MetaCardis
Veillonella_seminalis,Torasemide,-0.00023128384890259306,0.3623617900902497,MetaCardis
Streptococcus_vestibularis,Sitagliptin,-3.3506461735650576e-05,0.3631812710971186,MetaCardis
Streptococcus_infantis,Omeprazole,7.97708077898894e-06,0.36406947045891447,MetaCardis
Veillonella_dispar,Repaglinide,-0.0003191473566221761,0.36621233409643716,MetaCardis
Streptococcus_mutans,Torasemide,-2.2063693302006403e-05,0.3674371462998307,MetaCardis
Streptococcus_infantis,Atorvastatin,4.5034947165965035e-06,0.36866950328701154,MetaCardis
Streptococcus_vestibularis,Fenofibrate,6.61930830142033e-05,0.368938992543014,MetaCardis
Streptococcus_infantis,Verapamil,-1.0610947802166104e-05,0.36922945584349753,MetaCardis
Rothia_dentocariosa,Torasemide,5.576811163175868e-07,0.36967731533428694,MetaCardis
Streptococcus_vestibularis,Dapagliflozin,0.00010104845943690346,0.3698186313539725,MetaCardis
Streptococcus_thermophilus,Rosuvastatin,0.0001572903077672245,0.37117790197101574,MetaCardis
Streptococcus_gordonii,Aspirin,9.908325083412833e-06,0.371864774314136,MetaCardis
Veillonella_infantium,Clopidogrel,3.916614601792085e-05,0.37223338798530226,MetaCardis
Veillonella_rogosae,Sitagliptin,-6.166019582426313e-06,0.37571384627856574,MetaCardis
Streptococcus_cristatus,Clopidogrel,-1.1044759638242212e-06,0.37599903108703725,MetaCardis
Streptococcus_australis,Sitagliptin,6.664935604943793e-06,0.3762921333227718,MetaCardis
Veillonella_sp_CAG_933,Aspirin,-9.843806649436302e-05,0.37849964500569955,MetaCardis
Streptococcus_oralis,Amiodarone,-4.888399771206906e-05,0.3819510974329047,MetaCardis
Veillonella_tobetsuensis,Atorvastatin,-2.0197702925073295e-06,0.38440143756045153,MetaCardis
Streptococcus_equinus,Sitagliptin,-1.0762962297208904e-05,0.384456027623425,MetaCardis
Streptococcus_sobrinus,Indapamide,-8.18322329213888e-06,0.38506053082439096,MetaCardis
Streptococcus_sp_A12,Repaglinide,-5.561910474301948e-06,0.38565404921532376,MetaCardis
Streptococcus_sanguinis,Sitagliptin,-3.7888605289242995e-06,0.3858445260203027,MetaCardis
Streptococcus_sanguinis,Indapamide,-7.521050955872098e-06,0.38727012881556044,MetaCardis
Streptococcus_sp_NLAE_zl_C503,Metformin,-9.495372281587323e-08,0.3878481463958846,MetaCardis
Veillonella_infantium,Enalapril,-3.860007142479853e-05,0.3885640288223533,MetaCardis
Streptococcus_equinus,Metoprolol,-8.18200089550815e-06,0.3893240172855269,MetaCardis
Streptococcus_vestibularis,Enalapril,3.552531929467229e-05,0.39090617502578595,MetaCardis
Veillonella_sp_T11011_6,Sitagliptin,-1.5291125802658065e-05,0.3928233320717158,MetaCardis
Streptococcus_sp_A12,Aspirin,1.2090962307463733e-06,0.3929658940222466,MetaCardis
Streptococcus_salivarius_CAG_79,Prasugrel,-3.4364880890427824e-07,0.3938273810434273,MetaCardis
Streptococcus_anginosus_group,Rivaroxaban,-7.94851279468404e-05,0.39527830931414876,MetaCardis
Streptococcus_vestibularis,Atenolol,-5.86977372426454e-05,0.3968541022995259,MetaCardis
Rothia_mucilaginosa,Verapamil,-1.5342875416775748e-05,0.3968595352365355,MetaCardis
Streptococcus_gallolyticus,Omeprazole,4.441450601036278e-06,0.39744787682808047,MetaCardis
Streptococcus_sp_HMSC070B10,Metformin,-8.164573422260729e-08,0.39777884373951833,MetaCardis
Streptococcus_sp_M334,Metformin,-5.4307343577933423e-08,0.39777884373951866,MetaCardis
Streptococcus_infantarius,Gliclazide,7.433528599987821e-07,0.39812488226561515,MetaCardis
Veillonella_parvula,Enalapril,-0.0005716598027288303,0.399096598955906,MetaCardis
Streptococcus_vestibularis,Repaglinide,-9.275573167097278e-05,0.3995742543373295,MetaCardis
Streptococcus_cristatus,Vildagliptin,-1.8922880319838361e-06,0.40149507961882125,MetaCardis
Veillonella_atypica,Repaglinide,-0.000712673100431124,0.40168437828400905,MetaCardis
Streptococcus_mutans,Gliclazide,1.6648520988727437e-05,0.40374242587957987,MetaCardis
Streptococcus_pasteurianus,Bisoprolol,-5.375877784322341e-05,0.4045491183898656,MetaCardis
Streptococcus_cristatus,Liraglutide,-1.268985930300699e-06,0.4048062706640799,MetaCardis
Streptococcus_sp_F0442,Allopurinol,-1.3678842759291052e-06,0.406045677063824,MetaCardis
Streptococcus_salivarius,Dapagliflozin,0.0009205731851724688,0.4069413450128455,MetaCardis
Streptococcus_infantis,Liraglutide,-7.3924659041519585e-06,0.4077063934304662,MetaCardis
Streptococcus_cristatus,Prasugrel,-1.4103388616620735e-06,0.4089084492170628,MetaCardis
Streptococcus_sp_F0442,Torasemide,1.8253267325157786e-06,0.40947223053548754,MetaCardis
Streptococcus_anginosus_group,Warfarin,-6.638422462664486e-05,0.4097818139490297,MetaCardis
Streptococcus_australis,Esomeprazole,6.99099065099516e-06,0.41046949275852507,MetaCardis
Streptococcus_sp_A12,Furosemide,-2.2054027645554444e-06,0.4108898745530789,MetaCardis
Streptococcus_mutans,Carvedilol,-2.2312044138216196e-05,0.41372226795726663,MetaCardis
Streptococcus_macedonicus,Torasemide,-8.852002480197003e-07,0.41622734359388724,MetaCardis
Streptococcus_gordonii,Atenolol,-2.5670869874938685e-05,0.41690280610226327,MetaCardis
Streptococcus_sanguinis,Diltiazem,-1.2154603686641913e-05,0.41853140749835793,MetaCardis
Streptococcus_sp_HMSC070B10,Metoprolol,-1.0060776850987892e-07,0.41880664770139475,MetaCardis
Streptococcus_sp_M334,Metoprolol,-6.692009941607339e-08,0.4188066477013954,MetaCardis
Veillonella_rogosae,Atenolol,-1.0564060789810014e-05,0.41955551289670767,MetaCardis
Streptococcus_viridans,Furosemide,-3.1130869779178166e-07,0.4199982966642909,MetaCardis
Streptococcus_parasanguinis,Bisoprolol,0.00017786720707142696,0.421227265915173,MetaCardis
Veillonella_parvula,Metformin,0.0002886063238596697,0.42211481945884255,MetaCardis
Streptococcus_sp_oral_taxon_056,Prasugrel,-1.3107709069650583e-08,0.42315190452983364,MetaCardis
Streptococcus_infantis,Fenofibrate,1.0566784781148863e-05,0.4258851985214599,MetaCardis
Veillonella_infantium,Atorvastatin,2.3921185739800504e-05,0.4262867946283657,MetaCardis
Streptococcus_anginosus_group,Carvedilol,-4.526523839690242e-05,0.42749631478069705,MetaCardis
Streptococcus_vestibularis,Indapamide,-5.8032094999559715e-05,0.4289246490946671,MetaCardis
Rothia_dentocariosa,Bisoprolol,-2.4976409928241145e-07,0.43006553664642044,MetaCardis
Streptococcus_mutans,Warfarin,-3.0238644640087568e-05,0.4326559705997477,MetaCardis
Streptococcus_parasanguinis,Aspirin,-0.00013966973567087584,0.432658246771216,MetaCardis
Streptococcus_sobrinus,Gliclazide,-4.832061172216375e-06,0.4360593107692079,MetaCardis
Streptococcus_australis,Rosuvastatin,5.787880927619904e-06,0.43610552890695675,MetaCardis
Streptococcus_oralis,Atorvastatin,1.2182457378442567e-05,0.4379495918358123,MetaCardis
Streptococcus_sp_A12,Indapamide,-3.3050853890430574e-06,0.43907568221115234,MetaCardis
Veillonella_sp_T11011_6,Amlodipine,-9.828175610084828e-06,0.43962278054623716,MetaCardis
Streptococcus_oralis,Verapamil,-2.8573098471821e-05,0.44057276929287226,MetaCardis
Veillonella_tobetsuensis,Fenofibrate,-4.739996774739918e-06,0.4409581516021429,MetaCardis
Streptococcus_parasanguinis,Allopurinol,-0.0002482416436726411,0.4423128710171129,MetaCardis
Streptococcus_sp_A12,Lansoprazole,-3.6537928594577786e-06,0.44254213923689645,MetaCardis
Veillonella_atypica,Verapamil,-0.00038832958807339367,0.44308663447518926,MetaCardis
Veillonella_tobetsuensis,Bisoprolol,-1.9327002612218703e-06,0.44340326781045025,MetaCardis
Streptococcus_vestibularis,Rabeprazole,0.00012303914341732348,0.44371132223248766,MetaCardis
Streptococcus_mitis,Carvedilol,-1.9716483082760703e-05,0.4468823569706757,MetaCardis
Streptococcus_infantarius,Metformin,-3.0363349271838997e-07,0.4476174421204059,MetaCardis
Streptococcus_sp_F0442,Pravastatin,-2.0139668435995856e-06,0.4499427294660886,MetaCardis
Veillonella_rogosae,Vildagliptin,-1.045305864869745e-05,0.4508960469669475,MetaCardis
Streptococcus_viridans,Allopurinol,-2.7872673799998855e-07,0.45102462348188777,MetaCardis
Streptococcus_gordonii,Metoprolol,-9.695289850053211e-06,0.45290222471381525,MetaCardis
Veillonella_seminalis,Allopurinol,-0.0001414600743027233,0.45391232039897544,MetaCardis
Streptococcus_mitis,Aspirin,-7.131340370866017e-06,0.45413036947173235,MetaCardis
Veillonella_sp_CAG_933,Irbesartan,-0.00016142877954166763,0.4544874639185863,MetaCardis
Streptococcus_infantis,Rosuvastatin,4.86585516673191e-06,0.4574305260285335,MetaCardis
Streptococcus_cristatus,Amlodipine,-5.94310095374145e-07,0.46018920772823024,MetaCardis
Streptococcus_oralis,Warfarin,-3.888538462173903e-05,0.4608812963637162,MetaCardis
Veillonella_dispar,Torasemide,-0.00014011290746226705,0.4614483966822637,MetaCardis
Veillonella_infantium,Vildagliptin,-5.8394532612098424e-05,0.4618085837519833,MetaCardis
Streptococcus_parasanguinis,Atenolol,0.0003732725265017166,0.46184824662682744,MetaCardis
Streptococcus_infantarius,Olmesartan,-8.539336450506283e-07,0.4621622716559447,MetaCardis
Veillonella_infantium,Torasemide,-4.710248706947997e-05,0.46264136510821363,MetaCardis
Streptococcus_thermophilus,Glibenclamide,-0.00038342224814552834,0.46446550852679136,MetaCardis
Veillonella_atypica,Glibenclamide,-0.0006111015879645449,0.4648477094508193,MetaCardis
Veillonella_rodentium,Dapagliflozin,1.9476605362911595e-06,0.4662372782031916,MetaCardis
Veillonella_parvula,Fenofibrate,-0.0008770105097788347,0.4671769372774359,MetaCardis
Streptococcus_sp_NLAE_zl_C503,Furosemide,-1.6726143545444352e-07,0.4683537319060145,MetaCardis
Veillonella_infantium,Omeprazole,3.821774304379436e-05,0.46875952438577984,MetaCardis
Streptococcus_sp_F0442,Metoprolol,-7.649062685732727e-07,0.4687906410724162,MetaCardis
Streptococcus_australis,Omeprazole,7.22402582594224e-06,0.4689114992426232,MetaCardis
Streptococcus_infantis,Glibenclamide,-1.4124397639011212e-05,0.4691938237563763,MetaCardis
Streptococcus_anginosus_group,Amiodarone,-6.17295306037159e-05,0.4697117612183874,MetaCardis
Veillonella_criceti,Clopidogrel,-0.0001874227165906465,0.47100966735195016,MetaCardis
Streptococcus_sp_oral_taxon_056,Clopidogrel,-8.61444935938594e-09,0.4711513974409558,MetaCardis
Streptococcus_mitis,Apixaban,-4.4879025619856505e-05,0.4714883081735659,MetaCardis
Veillonella_sp_T11011_6,Indapamide,-2.561089096571812e-05,0.4722309542819296,MetaCardis
Streptococcus_oralis,Amlodipine,-1.0622252796324636e-05,0.472589069941454,MetaCardis
Streptococcus_salivarius,Prasugrel,-0.0003929546323233639,0.47293144718711744,MetaCardis
Streptococcus_australis,Carvedilol,-9.700396575716285e-06,0.47312779358045876,MetaCardis
Streptococcus_salivarius,Fluvastatin,-0.0008861242905229985,0.47401161912426115,MetaCardis
Streptococcus_mitis,Amlodipine,-7.322432194036477e-06,0.4755356861626827,MetaCardis
Veillonella_parvula,Warfarin,-0.0010876446997911107,0.47681231060194273,MetaCardis
Streptococcus_sp_HPH0090,Furosemide,-4.185249051595363e-07,0.47786272215812775,MetaCardis
Streptococcus_downei,Rosuvastatin,4.816933351669426e-07,0.4784504439384961,MetaCardis
Streptococcus_infantarius,Liraglutide,6.388453924412697e-07,0.4790680499114588,MetaCardis
Streptococcus_thermophilus,Torasemide,0.00020308308800975856,0.47913766093779386,MetaCardis
Streptococcus_anginosus_group,Dapagliflozin,6.87637721158644e-05,0.4791893383643875,MetaCardis
Streptococcus_sp_HMSC070B10,Vildagliptin,-2.2824816819587194e-07,0.47941254260970245,MetaCardis
Streptococcus_sp_M334,Vildagliptin,-1.5182117975019557e-07,0.4794125426097028,MetaCardis
Streptococcus_downei,Sitagliptin,4.865640080905096e-07,0.4799629975693248,MetaCardis
Streptococcus_australis,Allopurinol,-6.347835437808311e-06,0.48162542129873853,MetaCardis
Streptococcus_mutans,Sitagliptin,-1.0699577525864127e-05,0.4816873144032515,MetaCardis
Veillonella_sp_T11011_6,Vildagliptin,2.5036553581398328e-05,0.48241963797264287,MetaCardis
Streptococcus_gallolyticus,Fenofibrate,-5.554675057026366e-06,0.4833794613399376,MetaCardis
Streptococcus_gallolyticus,Gliclazide,-3.6357074128427643e-06,0.48420625105263904,MetaCardis
Streptococcus_sanguinis,Amlodipine,2.1669275967041784e-06,0.48524657722721465,MetaCardis
Streptococcus_sp_F0442,Fenofibrate,1.9090702467947498e-06,0.4873379305338926,MetaCardis
Streptococcus_gordonii,Repaglinide,-3.4883429674628666e-05,0.48762382322808717,MetaCardis
